Log_Cum_Production,Log_Proppant_LB,Log_Carbonate,Log_Frac_Fluid_GL,Log_GrossPerforatedInterval,Log_LowerPerforation_xy,Log_UpperPerforation_xy,Log_TotalDepth,N_Stages,X_Well,Y_Well,Operator,County
12.19808584,14.12505196,2.675079037,15.03426576,7.710205194,9.286375058,9.035986985,9.132162591,8,-97.26978,32.21801,3,6
11.6651314,13.76512317,2.994859694,14.36018093,6.811244379,8.880724576,8.61974978,9.035629778,8,-97.81097,32.35312,3,7
12.54974036,13.77572969,1.60707329,14.72502961,7.937374696,9.05998249,8.857230494,9.085343882,4,-97.59534,32.84105,3,11
12.71138912,14.61706361,1.920126868,15.20053887,7.932362154,9.241354426,9.048409505,9.116249449,7,-97.21206,32.20444,3,6
12.3941733,14.59161926,0.268717518,14.84766604,7.495541944,9.192176401,8.872066513,9.392411898,6,-97.62385,32.97353,3,11
11.97787258,14.73379929,2.385820319,15.06429649,7.522940918,8.882114044,8.843615092,9.112507012,11,-97.64373,32.97502,3,11
12.54121543,14.36686373,0.800844019,14.80193016,7.462789157,8.98619632,8.737131612,8.968268811,7,-97.62222,32.23731,3,12
12.96315895,14.04350632,0.283267123,14.86458801,7.768110379,9.291920359,8.902455592,9.223355309,5,-97.50257,32.33923,3,9
14.1827593,14.08694967,2.193045018,15.26578907,7.697121317,9.257700943,8.913953859,9.053686562,11,-97.48352,32.92417,3,13
12.10150071,15.21473077,2.977811079,11.69977011,8.02289687,9.152923101,8.66974259,9.106090351,2,-97.86491,32.65349,3,11
13.00941862,14.56243544,2.626058953,14.55456375,7.41517511,9.058586817,8.845057054,9.044049632,8,-97.50848,32.31827,3,9
12.84227904,14.56068077,1.292101884,14.74412978,7.124478262,9.172742342,8.793308627,8.973984927,7,-97.62162,32.29392,3,12
12.06181536,14.03576995,1.540815452,15.26429087,7.340835554,9.192990734,8.885994315,9.129130317,12,-97.609,32.65837,3,11
12.67733486,14.35934534,1.046638328,14.62130494,7.701652363,9.153029005,8.774931387,8.951440101,11,-97.8134,32.63622,3,11
12.08003879,14.67084291,0.971415308,14.95042199,8.074026216,9.253399861,8.719317376,9.077951184,8,-97.81808,32.60031,3,11
11.88159518,15.1261944,0.342296234,15.15153321,8.002024818,9.217613856,8.935903526,9.226410552,6,-97.35479,32.26788,3,9
13.30354762,14.56692665,0.338951525,15.37723151,7.286191715,9.32527491,8.902999662,9.26860928,4,-97.37017,32.561,3,13
12.81106325,14.14504809,1.734392087,14.91511635,7.532088144,9.230142999,8.879333175,9.160729871,13,-97.5887,32.4642,3,9
13.27652206,13.64602625,0.455502423,14.89153635,6.595780514,9.289151552,8.914222821,9.145588495,12,-97.30846,32.63425,3,13
12.69211263,14.35200393,-1.508183218,15.63499997,8.113726086,9.379998755,9.002701007,9.447781228,7,-97.25242,32.22837,3,6
12.77799243,15.64520787,1.7027651,15.48447093,7.696212639,9.436678814,9.025575834,9.008835996,3,-97.12808,32.45716,3,9
12.91853949,14.70689365,1.780696427,15.45700745,7.892078421,9.172015258,8.935903526,9.415727202,4,-97.36079,33.00696,3,3
12.61823196,14.07787482,2.220149089,14.84134783,7.428927195,9.142489705,8.943767263,9.16293425,11,-97.35986,32.97611,3,13
12.88601553,15.15528967,1.738151588,15.19782903,4.744932128,9.287486581,9.019179867,9.170559502,13,-97.44538,33.20146,3,14
11.89782045,14.04821704,0.163376712,14.77923511,7.576609767,9.172846168,8.881836305,9.2023082,8,-97.42501,32.5196,3,9
12.82456363,14.11561515,1.852414693,14.87713654,7.978653729,9.13583232,8.912473274,9.39199504,2,-97.32605,32.58839,3,13
12.84367276,13.9432008,-0.121931251,14.71470803,7.796469243,9.205629292,9.014082149,9.064505024,9,-97.21742,32.38792,3,9
12.32077984,14.26010791,0.578669183,14.9565704,8.072467369,9.336973023,9.004053938,9.278372782,8,-97.33918,32.39043,3,9
12.05115417,13.92526142,0.471953194,14.82712965,7.843064017,9.114049712,8.842171049,9.152711259,6,-97.51507,32.25057,3,9
13.08009242,14.50700638,0.672489695,14.73219881,8.007034012,9.147613542,8.973858256,9.164086987,11,-97.2539,32.42548,4,9
12.36255489,13.57864833,1.659947251,14.3993896,7.688913337,9.033125753,8.798756583,9.150696519,6,-97.71375,32.72141,4,11
12.92353188,14.34614587,0.012633693,14.71697837,7.434847875,9.118663583,8.966994113,9.364348184,8,-97.24576,33.06846,4,3
13.34544453,15.3168286,1.413578146,15.31388103,8.098034756,9.380504998,9.087607607,9.146335042,7,-97.13418,32.50667,4,9
11.40028294,14.44390586,1.728394927,14.52972427,8.055157732,9.041685006,8.650324504,9.043340831,7,-97.97308,32.88183,4,11
12.49129294,14.36709417,0.312297007,14.35030072,7.918628653,9.011889433,8.59858883,9.142061531,6,-98.06535,33.06831,4,8
11.91758358,13.18121891,1.570891016,13.97852187,7.873217055,8.992557427,8.854664928,9.079092085,13,-97.54234,32.70248,4,13
12.71414548,14.7545486,2.272807552,14.82055036,7.25981961,9.536040512,9.11712799,9.350971502,11,-97.02239,32.51264,4,4
13.27979609,14.38456735,0.648461192,14.72944973,8.195609567,9.189525232,8.98844604,9.077951184,12,-97.26425,32.53152,4,9
13.35675384,14.06279633,1.330806703,15.00272543,7.329093736,9.267571005,8.956093076,9.243001154,9,-97.53384,32.38412,4,9
12.93685515,13.94055605,2.107742168,15.22185604,7.904703914,9.214332393,8.859363449,9.286838343,8,-97.50025,33.0203,4,14
12.87888191,15.14639368,1.896096952,15.18347953,7.251344983,9.239899174,8.870663004,9.22818029,13,-97.54677,32.48684,5,9
14.28520852,12.92269218,1.809104332,14.04788814,7.119635638,9.411565459,8.991935575,9.165970424,11,-97.28186,32.76296,5,13
11.53413886,13.89524553,-0.568951614,14.76782227,8.340694648,9.241354426,9.01225522,9.203215047,9,-97.35515,33.25605,5,3
12.62135936,14.39828468,1.553972848,14.97819376,8.301769763,9.257414779,9.059168584,9.133459328,6,-97.34158,33.18561,5,3
11.9212199,14.48877182,0.726393399,15.63126972,8.214735833,9.081256219,9.040737588,9.010669177,11,-97.40153,33.36668,5,14
12.30631157,15.05452227,2.322484923,15.32228299,7.655390645,9.043340831,8.722580021,9.046879823,8,-97.68257,32.44848,5,7
12.85593386,14.6908472,0.22857088,14.68416362,7.319202459,9.222565342,9.011889433,9.177507215,5,-97.15197,32.5214,5,9
13.20725768,14.967523,2.263429449,13.81551056,8.289288323,9.081369991,8.795733606,9.246865147,10,-97.59125,32.40052,5,9
9.511259447,12.75902054,2.206667434,13.82883933,7.591861715,8.915566546,8.786456678,9.165029149,8,-97.71267,32.746,5,11
11.8384523,13.42984808,1.211579886,14.45672108,8.033009499,9.365975664,9.272375763,9.103756887,12,-97.03563,33.1204,5,3
11.83111007,13.84506936,-0.872975437,14.10518988,7.605890001,9.257987025,9.040737588,9.29320985,4,-97.13016,32.26533,5,9
11.86146743,13.55801104,1.718812742,14.29379481,8.111928063,9.017726026,8.821732381,9.226705726,8,-97.65831,32.91418,5,11
11.31510847,13.83236768,2.058841024,14.13163722,7.513163545,9.050758302,8.931948346,9.208338369,8,-97.34808,32.21215,5,9
11.2256833,13.53288369,0.378965132,14.58374109,7.358830898,9.126415137,8.878358041,9.235715678,12,-97.65613,32.90397,5,11
13.6411905,14.84413412,1.91714294,15.42308514,7.828834528,9.158836529,8.835355971,9.182763604,8,-97.75171,32.70631,5,11
12.23248086,13.6950364,1.388745152,16.33208495,7.536363938,9.216918687,8.947936107,9.172119159,8,-97.54911,33.09826,5,14
11.90846818,14.92914281,1.828921627,14.64356793,7.992944547,9.111403624,8.608130186,9.204121072,13,-97.97437,32.88186,5,11
12.58108198,14.56584115,1.480183789,15.10923503,7.395107547,9.049584593,8.879054662,9.178952899,7,-97.67368,32.50481,5,7
11.61986773,13.96406676,2.440815319,14.99232448,7.087573706,9.212837252,8.830543011,8.835064935,4,-97.60663,32.93933,5,11
12.57493255,14.00281966,1.590719193,14.78808332,7.210818453,9.103868127,8.77801781,9.191667107,4,-97.76345,32.78555,5,11
10.94142939,14.11260173,0.854029599,15.32947096,7.95927596,9.29007534,9.08545719,9.077151778,7,-97.20184,33.16387,5,3
12.10121756,13.77728935,1.867983287,14.29137075,8.146709052,8.991437815,8.865029187,9.064157862,6,-97.63831,32.70852,5,11
13.05520169,12.73243002,0.554817347,14.09544419,7.408530567,8.993551586,8.859505485,9.275847174,14,-97.54094,32.94478,5,13
12.98536771,14.83985178,1.471935226,14.70587283,7.714231145,9.098290868,8.890135108,9.319822383,6,-97.41875,32.43194,5,9
13.65277984,15.06298327,0.887906858,15.10857936,7.7164608,9.162199997,8.978408315,9.390993872,7,-97.20743,32.47552,5,9
13.12270532,14.6629227,1.63338666,15.60366454,8.085794701,9.256269304,8.939187601,9.180087329,14,-97.28054,32.99616,5,3
12.07068238,13.65156355,2.48554731,14.63631453,6.431331082,9.254931255,9.059517482,9.172119159,8,-97.21462,32.15646,5,6
12.92262136,14.18556953,0.65763427,14.8832058,7.278628942,9.200794959,8.948975608,9.263881139,6,-97.26591,33.07286,5,3
12.19975272,13.59316044,2.09800724,14.70700519,8.119696253,9.068200605,8.757783656,9.075665469,4,-97.78465,32.37815,5,7
12.12481378,13.77729973,-0.712576885,14.54131852,8.032684876,9.366317953,8.946374826,9.210840247,6,-97.58547,32.98569,5,11
11.86850681,12.44705611,3.076101667,12.75419405,8.794824928,9.043577154,8.699514748,9.01371703,12,-97.9536,32.89097,5,11
12.0040299,15.26200592,1.679802264,12.66032792,8.185907481,9.371012597,9.024131268,9.358501723,13,-97.1362,32.40445,5,9
12.74419335,14.21671661,0.815790298,15.02180526,8.376781038,9.244741799,9.017483513,9.033603193,2,-97.38647,33.11617,5,3
12.20529735,14.07402125,1.752569541,14.61078012,7.924795914,9.028218795,8.71489585,9.243484971,8,-97.79818,32.51173,5,7
12.13418452,14.29693806,1.864962996,15.40965654,7.676009932,9.287301413,8.898638794,9.33996414,13,-97.46016,32.89046,5,13
12.19953633,14.07787482,0.49830397,14.69050918,7.818430272,9.115040192,8.859363449,9.030735123,3,-97.63102,32.61446,5,11
10.60154764,13.596303,1.060428342,17.40849076,7.715123604,8.756525003,8.317521996,9.307467083,5,-98.33205,32.5093,5,5
13.43827133,14.61607703,1.456433103,15.16832156,8.107720062,9.342858752,9.071078305,8.907747687,8,-97.09508,32.50401,5,9
13.45881847,13.98398671,1.386111005,14.68242279,7.458186157,9.358932776,9.025214888,9.06762407,12,-97.17837,32.55113,5,13
12.77873157,14.92199644,1.654868148,15.16414355,7.410951876,9.118225083,8.677609913,9.341368634,9,-97.9023,32.74447,5,11
12.39466202,14.25344286,1.797894954,14.96095109,8.117312462,9.159257582,9.059517482,8.947546015,12,-97.15688,33.08399,5,3
11.11459485,12.67074961,0.178616688,15.23740514,8.02289687,9.312445595,9.097171674,9.103868127,5,-97.09592,32.35933,5,9
11.75602065,14.68818372,1.070833402,14.44776696,7.650644551,8.920255415,8.691146499,9.36091323,4,-97.73943,32.42976,5,7
13.16467546,14.28563918,1.833326927,15.00423408,7.017506143,9.157150543,8.924523226,8.992930353,9,-97.30581,32.97633,5,13
13.41252836,14.53761053,1.649115917,14.61498609,7.761319181,9.36391946,8.942460927,8.987696696,13,-97.40253,32.4069,5,9
13.10091704,13.96866074,2.132770031,14.68282783,7.458186157,9.183893722,8.930361884,9.34417172,13,-97.26756,32.76909,5,13
11.89056021,14.231058,0.276729463,15.03302348,7.371489295,9.116469156,8.71078434,9.23415455,4,-97.82407,32.58846,5,11
12.04411826,14.84883738,-1.082294298,14.5769956,7.534762657,9.112727543,8.762489547,8.973351414,4,-98.01635,33.11362,5,8
12.68569549,13.81150254,2.207662359,14.65989618,7.593374193,9.078293591,8.927446816,9.123692565,6,-97.37034,32.95475,5,13
13.08836389,13.64531518,1.998306163,14.45306469,7.729295674,9.230829038,9.016391479,9.22078563,2,-97.33722,32.92034,5,13
13.54115134,14.47983122,1.912530454,14.91335655,7.247080585,9.280798836,8.844192126,9.179881164,6,-97.47413,32.34791,5,9
13.61291323,14.58737418,1.780263624,15.00417742,7.897296473,9.279399908,8.910990495,9.169518377,2,-97.42129,32.39621,5,9
12.92876649,14.13025195,2.08880413,14.2956155,7.83991936,9.058586817,8.824677891,8.929037906,14,-97.56308,32.59088,5,11
12.57748102,14.33530385,-1.13492503,14.45930572,7.421775794,9.071078305,8.845057054,9.22177475,12,-97.56316,32.59088,5,11
12.45287803,13.6759036,1.116826586,14.89059625,8.098946749,9.103868127,8.699014623,9.208739091,4,-97.70305,32.49692,5,7
12.21342058,15.00311005,0.339898864,15.19355599,7.923710334,9.381095292,9.103868127,9.124237673,9,-97.31321,33.29246,5,3
10.90881428,14.68235891,1.305514741,14.28550794,7.918628653,8.906528918,8.655911111,9.185227671,5,-97.85804,32.46785,5,7
12.42366079,14.99968873,1.009974951,15.02163105,7.569411792,9.419384999,9.002331708,8.980172206,7,-97.30217,32.6541,5,13
12.80025824,14.8633908,2.129989088,14.89558542,7.656810091,9.44888472,9.047468439,9.1616752,8,-97.30234,32.65417,5,13
12.22984288,14.81172091,0.032320728,14.96292825,7.414572881,9.261223582,8.840724917,9.079548082,4,-97.57217,32.30696,5,9
12.02027305,14.61796047,0.821249568,14.50341401,7.398174093,9.195226734,8.94428932,9.222071295,8,-97.74587,32.39035,5,7
12.23152594,14.2044397,1.968913379,14.10180617,7.646353722,9.074520649,8.730690366,9.171599544,7,-97.86868,32.82115,5,11
11.99148613,14.26607649,1.650750116,14.13310428,8.07184315,9.097395613,8.711113884,9.427385365,10,-97.91087,32.81326,5,11
12.39761407,14.9843949,2.049330739,15.04343736,7.87359779,9.335650563,9.036582046,9.401208635,10,-97.13299,32.52397,5,9
12.00872476,14.23484767,2.463994096,14.53755127,6.210600077,9.127502094,8.9226583,9.377548291,9,-97.63039,32.52966,5,7
11.70481774,13.98440909,1.818289341,13.99029881,8.387084506,8.97866049,8.70450229,8.955835144,11,-97.78179,32.35605,5,7
13.41072822,14.37276928,1.777434214,15.1474765,8.111328003,9.276315361,8.904630097,9.049232212,8,-97.36259,32.55752,5,13
13.27844191,14.15226847,2.274066372,15.05414215,8.464635941,9.241548299,8.933136544,9.270682601,12,-97.34144,32.4252,5,9
12.25635693,14.77960049,1.451501381,14.83281445,7.940939762,9.028818495,8.615589513,9.19907718,12,-97.95442,32.7512,5,11
12.86292922,14.14477186,1.584758611,15.09298175,7.784889296,9.3284789,8.974744613,9.216819338,3,-97.35459,32.5054,5,9
12.62589092,13.68483223,1.729223129,14.41606865,7.791109511,9.131729971,8.907206195,9.196951135,12,-97.34779,32.82301,5,13
13.58231793,14.53372345,1.334783576,14.8504309,7.753623547,9.252153875,9.007856923,9.087268374,3,-97.23696,32.50498,5,9
12.8512552,15.67265194,2.208412656,15.40813715,6.551080335,9.263881139,8.767017621,8.911934336,4,-97.64216,32.42719,5,7
12.76210201,14.41927993,-1.016187463,15.36065952,8.051659557,9.276128113,9.069237531,9.062652099,7,-97.27187,33.01131,5,3
13.45810678,13.83765456,0.641241055,15.34385771,7.427144133,9.190647739,8.935903526,9.15334665,12,-97.22748,32.52291,5,9
13.52482398,14.86570541,0.908409519,14.86432948,7.78113851,9.237955539,8.904358542,9.332823456,13,-97.36373,32.52533,5,9
12.83035463,14.33098934,-0.402923592,14.86179533,7.742835955,9.276408972,8.827321453,9.283869605,10,-97.54664,32.38149,5,9
12.60627057,15.00405495,2.0934302,15.56499003,8.045908742,9.398478314,9.179881164,9.269080867,2,-97.12064,32.06578,5,6
11.9988209,14.09767745,0.672236361,15.48321738,8.10832229,9.381348169,9.062883903,9.124237673,12,-97.25822,32.03593,5,6
13.81804435,13.83286902,2.115017778,15.15315864,8.074649075,9.366745651,8.965590067,9.080573314,6,-97.24471,32.44599,5,9
11.19283039,13.59859756,1.016300818,14.03865411,7.932721027,8.879193928,8.639410824,9.413281216,2,-97.91908,32.73049,5,11
13.35790653,15.01348541,2.265014297,15.18350397,7.762170607,9.400133944,9.033006357,9.23415455,10,-97.19173,32.60506,5,13
12.96657469,14.87125084,2.008593639,15.02923744,7.64921632,9.268797942,8.963928194,9.271059107,6,-97.28419,32.60179,5,13
11.61012477,15.31843173,2.511993939,17.33899141,7.960672608,9.050758302,8.682877107,9.084663764,9,-97.71387,32.33248,5,7
12.23850111,15.68274849,3.043586308,15.41308801,7.787796878,9.196849782,8.664578178,9.058237594,13,-97.66445,32.34364,5,7
13.22818179,15.87711903,2.14484159,15.70528594,7.301147806,9.523251498,9.042276687,9.000113046,4,-97.15361,32.49936,5,9
12.71016968,15.08751577,1.312918299,14.63903842,7.481555702,9.094143578,8.578664514,9.093132171,4,-98.05125,32.42756,5,5
13.44074292,16.56098499,-0.579127913,15.70429026,6.995766156,9.534233826,9.053335623,9.208839246,9,-97.15375,32.49929,5,9
13.02497103,14.51885012,1.143508298,14.50075056,8.343315881,9.245321341,8.977651408,9.218308542,6,-97.29389,32.52173,5,9
12.35165674,14.96963639,1.736520836,15.8743118,8.084562415,9.420601297,9.083075021,9.055439411,3,-97.35325,33.32863,5,3
12.31771688,15.25974594,1.063296059,15.36584539,7.751475318,9.317219734,9.037771107,9.209339872,8,-97.13308,32.4725,5,9
11.84442105,13.37914903,0.087459106,14.46499473,7.664815785,9.189525232,8.837971491,9.187787968,8,-97.57465,32.44771,5,9
11.54361954,11.73706852,1.676006733,14.43374236,7.714231145,9.198166571,8.844336333,9.241354426,3,-97.56024,32.21435,5,9
12.81672641,14.01923558,1.956933041,13.77939622,7.454719949,9.115150185,8.959954084,9.122273893,9,-97.27981,32.56741,6,13
11.10980261,13.65369726,1.779020517,14.25244332,7.902487437,9.236592743,9.091106284,9.096611607,7,-97.07652,32.36225,6,4
10.87043338,12.98007605,1.735205169,14.34615881,7.534228326,8.884194633,8.662331957,9.096723645,9,-97.72288,32.15827,6,1
12.32283739,13.96047633,1.703671527,14.62921027,7.917171989,9.160099156,8.935245415,9.193295937,7,-97.33024,32.62687,6,13
13.14633183,14.48487721,1.017701265,14.78953572,6.047372179,9.249849505,8.974618038,9.258654232,6,-97.36494,32.42588,6,9
11.65860897,13.8264505,-0.243774879,14.69183893,7.549609165,9.274066063,9.097059686,9.316230747,3,-97.32285,33.22844,6,3
13.73636561,14.67738734,1.204795944,15.58116422,7.423568444,9.261033486,8.930626469,9.258940042,7,-97.32471,32.98306,6,13
13.52366918,14.26696827,0.842168605,15.18260528,8.364508104,9.159047078,8.925321417,9.28126471,8,-97.32491,32.98315,6,13
13.45834835,13.74059303,1.562936216,14.96602815,7.273786318,9.132054454,8.89781901,9.330343164,3,-97.47365,32.93392,6,13
13.18510341,14.69259341,1.149180318,9.61580548,7.283448229,9.070158341,8.824824939,9.268420583,12,-97.55757,32.40705,6,9
12.68371577,14.01738961,2.371234536,14.91578014,7.605890001,9.124237673,8.945202264,9.173053787,9,-97.38235,32.99528,6,3
12.59995088,14.70059954,1.298947339,14.89544958,7.326465614,9.230142999,8.794824928,9.186047679,9,-97.54404,32.35245,6,9
13.12190327,14.96540862,0.00841412,15.13855677,8.029432841,9.396404915,9.070503427,8.935903526,7,-97.09378,32.47626,6,9
12.51283282,14.15269683,-1.341767165,15.00941484,8.099250562,9.254357257,9.131946305,9.245610986,8,-97.35273,33.13311,6,3
12.18131366,13.99586518,0.551106992,15.2359179,7.956476798,9.141847376,8.857230494,9.255504924,12,-97.51318,32.68688,6,13
12.25735019,13.88238385,1.237923327,15.21084543,6.484635236,9.126197604,8.851377098,9.131297165,9,-97.51815,32.68591,6,13
12.65453338,14.11636302,1.523221086,14.98382613,7.959625305,9.183996397,8.985946039,9.200290036,3,-97.39152,33.08194,6,3
12.65961338,13.81083967,2.113536166,14.91471667,7.313886832,9.132378831,8.935903526,9.03503415,12,-97.42417,32.87613,6,13
11.01394606,10.07878449,2.137457096,14.26829809,6.936342736,9.058935918,9.032170186,9.154193211,7,-97.34467,33.1832,6,3
12.6679748,13.44367847,1.926969385,14.57895496,7.525100746,9.055205875,8.816260209,9.269080867,4,-97.54867,32.59656,6,13
12.30158735,13.38469072,1.234931629,14.49839829,7.518607217,9.217613856,8.955319082,9.149103063,9,-97.31828,32.19324,6,6
11.52824748,14.35337025,1.56051855,15.33450634,7.467371067,9.365633256,9.103868127,9.134754385,3,-97.26433,33.29725,6,3
12.26460095,13.81641015,2.497238037,14.99107278,7.604894481,9.236397906,8.947676062,9.196748418,11,-97.31835,32.19326,6,6
12.29755277,13.55154501,1.860054672,15.86632112,8.15075647,9.169726689,8.890548246,9.335385861,13,-97.49907,32.39274,6,9
12.68265149,14.64787257,1.771429634,14.69120177,7.33432935,9.126958763,8.820994646,9.391828248,7,-97.54628,32.36448,6,9
11.57342773,14.04549625,1.746017572,10.81977828,7.748028524,9.026417534,8.719317376,9.105535258,2,-97.94031,33.06948,6,8
12.81135536,13.98172899,1.819661746,14.10070003,7.632885505,9.121509158,8.952864142,9.222268943,8,-97.53693,32.44299,6,9
12.88771136,13.70076391,1.167822003,14.85311303,7.5416831,9.181220473,8.832003931,9.035986985,12,-97.54797,32.77887,6,11
12.22540948,13.74840875,1.636254682,14.83647261,7.714231145,9.194515822,9.010424947,9.214232787,9,-97.24272,32.27894,6,9
11.82681607,14.01681741,1.80651692,14.68861651,7.258412151,9.123038044,8.88322423,9.066470002,7,-97.76455,33.13925,6,14
12.00959537,14.31689172,1.357269038,15.25058508,8.157370441,9.210340372,9.047350743,9.33273498,12,-97.24497,33.12536,6,3
11.72757706,13.65843561,2.353684573,14.42366505,7.959625305,9.059517482,8.866581653,9.435881048,13,-98.0904,33.15913,6,8
12.04934866,13.6649946,0.85178999,13.44038356,7.723120092,9.039552051,8.862908295,9.119320974,7,-97.49875,32.49501,6,9
